"","gene","compound","tissue","estimate","n","fdr","mDataType","gene_seq_start","gene_seq_end","strand","chr","pvalue"
"4864","ENSG00000148346","Selumetinib","Lung",0.323295332785969,NA,NA,"rna",128149071,128153453,"+","chr9",0.0001663505480063
"4865","ENSG00000148346","Trametinib","Lung",0.473778224081404,NA,NA,"rna",128149071,128153453,"+","chr9",2.35637866e-08
"4866","ENSG00000148408","Navitoclax","Lung",0.335467205531007,NA,NA,"rna",137877782,138124624,"+","chr9",2.35637866e-08
"4867","ENSG00000148411","Daporinad","Lung",-0.362933462647462,NA,NA,"rna",136006537,136095289,"-","chr9",2.35637866e-08
"4868","ENSG00000148411","Dasatinib","Lung",0.318441890306505,NA,NA,"rna",136006537,136095289,"-","chr9",0.0026331457670792
"4869","ENSG00000148411","Trametinib","Lung",0.445039841776325,NA,NA,"rna",136006537,136095289,"-","chr9",2.35637866e-08
"4870","ENSG00000148484","PD-0325901","Lung",0.286860502326844,NA,NA,"rna",16590611,16817463,"-","chr10",0.0009995536622205
"4871","ENSG00000148484","Trametinib","Lung",0.346447582688533,NA,NA,"rna",16590611,16817463,"-","chr10",0.0025548981772845
"4872","ENSG00000148516","Lapatinib","Lung",-0.263238626878963,NA,NA,"rna",31318495,31529814,"+","chr10",0.0167628241685735
"4873","ENSG00000148572","PD-0325901","Lung",0.299278855705136,NA,NA,"rna",63133247,63155031,"+","chr10",2.35637866e-08
"4874","ENSG00000148572","Sirolimus","Lung",0.11092401371439,NA,NA,"rna",63133247,63155031,"+","chr10",0.007109406663839
"4875","ENSG00000148634","Dasatinib","Lung",0.435825893191296,NA,NA,"rna",67921899,68075348,"-","chr10",2.35637866e-08
"4876","ENSG00000148634","Linsitinib","Lymphoid",-0.38520994256113,NA,NA,"rna",67921899,68075348,"-","chr10",8.98015527071e-05
"4877","ENSG00000148634","Navitoclax","Lung",-0.266014893487086,NA,NA,"rna",67921899,68075348,"-","chr10",0.0026670946253415
"4878","ENSG00000148634","Trametinib","Lung",0.372748911126348,NA,NA,"rna",67921899,68075348,"-","chr10",2.35637866e-08
"4879","ENSG00000148634","Vorinostat","Lung",-0.216397124431991,NA,NA,"rna",67921899,68075348,"-","chr10",1.1310617842e-06
"4880","ENSG00000148672","PD-0325901","Lung",0.370567133839217,NA,NA,"rna",87050202,87094843,"-","chr10",2.35637866e-08
"4881","ENSG00000148672","Selumetinib","Lung",0.298202924396027,NA,NA,"rna",87050202,87094843,"-","chr10",6.61069613519e-05
"4882","ENSG00000148672","Trametinib","Lung",0.373713828242288,NA,NA,"rna",87050202,87094843,"-","chr10",0.0128790660953541
"4883","ENSG00000148672","Venetoclax","Lung",-0.298403850358209,NA,NA,"rna",87050202,87094843,"-","chr10",5.6553089212e-06
"4884","ENSG00000148677","Dasatinib","Lung",0.251173663092644,NA,NA,"rna",90912096,90921276,"-","chr10",0.0284175626156635
"4885","ENSG00000148677","Panobinostat","Lung",-0.292789458956463,NA,NA,"rna",90912096,90921276,"-","chr10",0.0005894914940821
"4886","ENSG00000148680","Bosutinib","Breast",0.216244223783552,NA,NA,"rna",90740823,90858039,"-","chr10",0.576194465531985
"4887","ENSG00000148719","Dasatinib","Lung",0.297499158088069,NA,NA,"rna",72332830,72355149,"-","chr10",3.5816956501e-06
"4888","ENSG00000148730","Panobinostat","Lung",0.218379260176515,NA,NA,"rna",70404145,70428618,"+","chr10",0.061216677111848
"4889","ENSG00000148737","Cytarabine","Lymphoid",0.506216011433742,NA,NA,"rna",112950247,113167678,"+","chr10",2.35637866e-08
"4890","ENSG00000148737","Navitoclax","Lung",-0.377388300500908,NA,NA,"rna",112950247,113167678,"+","chr10",3.6840146919e-06
"4891","ENSG00000148737","Trametinib","Lung",0.45050588506426,NA,NA,"rna",112950247,113167678,"+","chr10",2.35637866e-08
"4892","ENSG00000148737","Vorinostat","Lung",-0.302802641749441,NA,NA,"rna",112950247,113167678,"+","chr10",2.35637866e-08
"4893","ENSG00000148798","Navitoclax","Lung",0.403201188727876,NA,NA,"rna",103277138,103290346,"+","chr10",2.35637866e-08
"4894","ENSG00000148798","Trametinib","Lung",-0.494916810349306,NA,NA,"rna",103277138,103290346,"+","chr10",2.35637866e-08
"4895","ENSG00000148834","Trametinib","Lung",0.405227554751247,NA,NA,"rna",104235356,104267459,"+","chr10",2.35637866e-08
"4896","ENSG00000148835","Alisertib","Lung",0.391540901607589,NA,NA,"rna",103367976,103389065,"+","chr10",2.35637866e-08
"4897","ENSG00000148835","Daporinad","Lung",0.420648526331253,NA,NA,"rna",103367976,103389065,"+","chr10",2.35637866e-08
"4898","ENSG00000148835","Navitoclax","Lung",0.361113899799425,NA,NA,"rna",103367976,103389065,"+","chr10",1.44152152471e-05
"4899","ENSG00000148835","PD-0325901","Lung",-0.348031503517244,NA,NA,"rna",103367976,103389065,"+","chr10",6.61069613519e-05
"4900","ENSG00000148835","Selumetinib","Lung",-0.284879644352948,NA,NA,"rna",103367976,103389065,"+","chr10",0.0006621625665117
"4901","ENSG00000148835","Trametinib","Lung",-0.509901232561455,NA,NA,"rna",103367976,103389065,"+","chr10",2.35637866e-08
"4902","ENSG00000148908","Venetoclax","Lung",-0.364408515644682,NA,NA,"rna",119499817,119542719,"-","chr10",2.35637866e-08
"4903","ENSG00000148926","Entinostat","Lung",-0.245171205718562,NA,NA,"rna",10305073,10307397,"+","chr11",0.0484533929834756
"4904","ENSG00000149016","Entinostat","Lung",0.155127933700657,NA,NA,"rna",62575045,62591637,"-","chr11",0.251413963665212
"4905","ENSG00000149016","Panobinostat","Lung",0.223513404826551,NA,NA,"rna",62575045,62591637,"-","chr11",0.0338913887001176
"4906","ENSG00000149043","Erlotinib","Lung",0.349776844389474,NA,NA,"rna",1828307,1837521,"+","chr11",2.35637866e-08
"4907","ENSG00000149115","Erlotinib","Lung",0.414616469946033,NA,NA,"rna",57299638,57324952,"-","chr11",2.8489677e-07
"4908","ENSG00000149136","PD-0325901","Lung",-0.252189119056619,NA,NA,"rna",57325986,57335892,"-","chr11",0.0077333541798309
"4909","ENSG00000149177","Methotrexate","Breast",-0.336698101130924,NA,NA,"rna",47980558,48170841,"+","chr11",0.0530754161336544
"4910","ENSG00000149187","Navitoclax","Lung",0.341508673813982,NA,NA,"rna",47465933,47565569,"-","chr11",2.35637866e-08
"4911","ENSG00000149187","PD-0325901","Lung",-0.286191004667628,NA,NA,"rna",47465933,47565569,"-","chr11",0.0004864371938699
"4912","ENSG00000149187","Panobinostat","Lung",0.25027129022354,NA,NA,"rna",47465933,47565569,"-","chr11",0.0216237065990408
"4913","ENSG00000149187","Trametinib","Lung",-0.409481420373697,NA,NA,"rna",47465933,47565569,"-","chr11",2.35637866e-08
"4914","ENSG00000149187","Vorinostat","Lung",0.313848610823341,NA,NA,"rna",47465933,47565569,"-","chr11",2.35637866e-08
"4915","ENSG00000149218","PD-0325901","Lung",0.400705136321308,NA,NA,"rna",95089846,95132645,"+","chr11",2.35637866e-08
"4916","ENSG00000149218","Selumetinib","Lung",0.380311708994179,NA,NA,"rna",95089846,95132645,"+","chr11",2.35637866e-08
"4917","ENSG00000149218","Trametinib","Lung",0.501185068135757,NA,NA,"rna",95089846,95132645,"+","chr11",2.35637866e-08
"4918","ENSG00000149256","Navitoclax","Lung",0.39263223761107,NA,NA,"rna",78652829,79441030,"-","chr11",2.35637866e-08
"4919","ENSG00000149257","Dasatinib","Lung",0.363912054907291,NA,NA,"rna",75562056,75572783,"+","chr11",4.71275743e-08
"4920","ENSG00000149257","Navitoclax","Lung",-0.284008009574671,NA,NA,"rna",75562056,75572783,"+","chr11",6.126584665e-07
"4921","ENSG00000149257","Palbociclib","Lung",0.180533524971845,NA,NA,"rna",75562056,75572783,"+","chr11",0.303623971951826
"4922","ENSG00000149257","Trametinib","Lung",0.427029847994077,NA,NA,"rna",75562056,75572783,"+","chr11",2.35637866e-08
"4923","ENSG00000149257","Vorinostat","Lung",-0.351840112662355,NA,NA,"rna",75562056,75572783,"+","chr11",2.35637866e-08
"4924","ENSG00000149292","Cytarabine","Lymphoid",-0.407664812482843,NA,NA,"rna",113314529,113383544,"+","chr11",2.35637866e-08
"4925","ENSG00000149292","Navitoclax","Lymphoid",-0.443215830725827,NA,NA,"rna",113314529,113383544,"+","chr11",2.35637866e-08
"4926","ENSG00000149294","Daporinad","Lung",0.454056045176294,NA,NA,"rna",112961247,113278436,"+","chr11",2.35637866e-08
"4927","ENSG00000149294","Linsitinib","Lymphoid",0.390471576289253,NA,NA,"rna",112961247,113278436,"+","chr11",0.0002532881896372
"4928","ENSG00000149294","Navitoclax","Lung",0.455474111529407,NA,NA,"rna",112961247,113278436,"+","chr11",2.35637866e-08
"4929","ENSG00000149294","PD-0325901","Lung",-0.433047893314153,NA,NA,"rna",112961247,113278436,"+","chr11",2.35637866e-08
"4930","ENSG00000149294","Palbociclib","Lung",-0.311419450322057,NA,NA,"rna",112961247,113278436,"+","chr11",0.0099986782903982
"4931","ENSG00000149294","Panobinostat","Lung",0.370158298228397,NA,NA,"rna",112961247,113278436,"+","chr11",2.35637866e-08
"4932","ENSG00000149294","Selumetinib","Lung",-0.368348090263893,NA,NA,"rna",112961247,113278436,"+","chr11",2.35637866e-08
"4933","ENSG00000149294","Trametinib","Lung",-0.544289525918382,NA,NA,"rna",112961247,113278436,"+","chr11",2.35637866e-08
"4934","ENSG00000149294","Unii-40E3azg1MX","Lymphoid",0.301293789013991,NA,NA,"rna",112961247,113278436,"+","chr11",0.0204072963342969
"4935","ENSG00000149294","Vorinostat","Lung",0.417182603348414,NA,NA,"rna",112961247,113278436,"+","chr11",2.35637866e-08
"4936","ENSG00000149308","Navitoclax","Lung",0.316764774389085,NA,NA,"rna",108157215,108222638,"-","chr11",2.35637866e-08
"4937","ENSG00000149308","Vorinostat","Lung",0.19242914596785,NA,NA,"rna",108157215,108222638,"-","chr11",3.86210471747e-05
"4938","ENSG00000149328","Dasatinib","Lung",-0.324230457355943,NA,NA,"rna",134331874,134378341,"+","chr11",7.06913615e-08
"4939","ENSG00000149328","Navitoclax","Lung",0.346298558245161,NA,NA,"rna",134331874,134378341,"+","chr11",5.2040492169e-06
"4940","ENSG00000149480","Panobinostat","Lung",0.155133363502043,NA,NA,"rna",62593214,62601865,"-","chr11",0.337226506358498
"4941","ENSG00000149499","Vorinostat","Lung",-0.265889093614212,NA,NA,"rna",62602218,62612765,"-","chr11",0.0002800335820725
"4942","ENSG00000149532","Entinostat","Lung",0.164452568364628,NA,NA,"rna",61402641,61430031,"-","chr11",0.207137663857179
"4943","ENSG00000149532","Navitoclax","Lung",0.387169695032678,NA,NA,"rna",61402641,61430031,"-","chr11",5.374904999e-07
"4944","ENSG00000149532","PD-0325901","Lung",-0.269420295104798,NA,NA,"rna",61402641,61430031,"-","chr11",0.0057264829820486
"4945","ENSG00000149532","Panobinostat","Lung",0.206228480894642,NA,NA,"rna",61402641,61430031,"-","chr11",0.103716852290609
"4946","ENSG00000149548","Navitoclax","Lung",0.355463207574585,NA,NA,"rna",124954121,125041489,"+","chr11",0.0012195746406519
"4947","ENSG00000149657","PD-0325901","Lung",-0.359959887649021,NA,NA,"rna",62122461,62135374,"+","chr20",4.402524609e-06
"4948","ENSG00000149657","Trametinib","Lung",-0.467485421909551,NA,NA,"rna",62122461,62135374,"+","chr20",2.35637866e-08
"4949","ENSG00000149798","PD-0325901","Lung",0.327752867806686,NA,NA,"rna",65314866,65322417,"+","chr11",2.35637866e-08
"4950","ENSG00000149798","Trametinib","Lung",0.349938804908076,NA,NA,"rna",65314866,65322417,"+","chr11",2.35637866e-08
"4951","ENSG00000149927","Cytarabine","Lymphoid",0.396915337978844,NA,NA,"rna",30005514,30023270,"-","chr16",2.35637866e-08
"4952","ENSG00000149927","Daporinad","Lung",0.344198276509422,NA,NA,"rna",30005514,30023270,"-","chr16",0.0034357414148196
"4953","ENSG00000149929","Daporinad","Lung",0.444680326897529,NA,NA,"rna",29992330,29996074,"-","chr16",2.35637866e-08
"4954","ENSG00000149929","Navitoclax","Lung",0.434865962730967,NA,NA,"rna",29992330,29996074,"-","chr16",1.4071683973e-06
"4955","ENSG00000149929","Navitoclax","Lymphoid",0.293715819240092,NA,NA,"rna",29992330,29996074,"-","chr16",7.6111032565e-06
"4956","ENSG00000149929","PD-0325901","Lung",-0.376182835237537,NA,NA,"rna",29992330,29996074,"-","chr16",0.0001416676665841
"4957","ENSG00000149929","Palbociclib","Lung",-0.25810342756265,NA,NA,"rna",29992330,29996074,"-","chr16",0.0744182209307163
"4958","ENSG00000149929","Selumetinib","Lung",-0.26238686487904,NA,NA,"rna",29992330,29996074,"-","chr16",0.0004531038537848
"4959","ENSG00000149929","Tanespimycin","Lung",-0.245834890426292,NA,NA,"rna",29992330,29996074,"-","chr16",0.020679644584584
"4960","ENSG00000149929","Trametinib","Lung",-0.472725150010812,NA,NA,"rna",29992330,29996074,"-","chr16",2.26254503427e-05
"4961","ENSG00000149948","Dabrafenib","Lung",0.370547102934903,NA,NA,"rna",65824131,65966295,"+","chr12",0.0002064036076245
"4962","ENSG00000149948","Selumetinib","Lung",0.329799317829147,NA,NA,"rna",65824131,65966295,"+","chr12",0.0002135817549402
"4963","ENSG00000149948","Trametinib","Lung",0.533284529132737,NA,NA,"rna",65824131,65966295,"+","chr12",2.35637866e-08
"4964","ENSG00000149970","Daporinad","Lung",0.288603318790389,NA,NA,"rna",21372801,21654695,"+","chrX",0.0023861750620282
"4965","ENSG00000149972","Linsitinib","Lymphoid",0.187233629036235,NA,NA,"rna",99020949,100358885,"+","chr11",0.448970661505938
"4966","ENSG00000149972","Unii-40E3azg1MX","Lymphoid",0.164822638253018,NA,NA,"rna",99020949,100358885,"+","chr11",0.449640860165472
"4967","ENSG00000150401","Entinostat","Lung",0.141306312891851,NA,NA,"rna",113455819,113490951,"-","chr13",0.39151667470547
"4968","ENSG00000150401","Olaparib","Lung",0.146369944404769,NA,NA,"rna",113455819,113490951,"-","chr13",0.497681980294356
"4969","ENSG00000150401","Panobinostat","Lung",0.2664939563749,NA,NA,"rna",113455819,113490951,"-","chr13",0.0094722308856921
"4970","ENSG00000150471","Daporinad","Lung",0.365461146079948,NA,NA,"rna",61201258,62078335,"+","chr4",2.35637866e-08
"4971","ENSG00000150471","Vorinostat","Lung",0.359032197387085,NA,NA,"rna",61201258,62078335,"+","chr4",2.35637866e-08
"4972","ENSG00000150540","Trametinib","Lung",0.409415452730948,NA,NA,"rna",137964020,138016364,"+","chr2",2.35637866e-08
"4973","ENSG00000150630","Dasatinib","Lung",0.429116363689576,NA,NA,"rna",176683538,176792922,"-","chr4",2.35637866e-08
"4974","ENSG00000150630","Panobinostat","Lung",-0.376009643104129,NA,NA,"rna",176683538,176792922,"-","chr4",2.35637866e-08
"4975","ENSG00000150630","Selumetinib","Skin",-0.481708501596407,NA,NA,"rna",176683538,176792922,"-","chr4",2.35637872e-08
"4976","ENSG00000150630","Trametinib","Lung",0.463021528298202,NA,NA,"rna",176683538,176792922,"-","chr4",2.35637866e-08
"4977","ENSG00000150672","Dasatinib","Lung",-0.371312608264071,NA,NA,"rna",83455012,85627922,"-","chr11",1.178189359e-07
"4978","ENSG00000150687","Alisertib","Lung",-0.381134492742669,NA,NA,"rna",86791059,86952910,"+","chr11",2.35637866e-08
"4979","ENSG00000150687","Daporinad","Lung",-0.519878069132693,NA,NA,"rna",86791059,86952910,"+","chr11",2.35637866e-08
"4980","ENSG00000150687","Dasatinib","Lung",0.476331425584527,NA,NA,"rna",86791059,86952910,"+","chr11",2.35637866e-08
"4981","ENSG00000150687","Doxorubicin","Lung",0.0226928926946289,NA,NA,"rna",86791059,86952910,"+","chr11",0.711055435035789
"4982","ENSG00000150687","Navitoclax","Lung",-0.387084446630816,NA,NA,"rna",86791059,86952910,"+","chr11",0.0006282149498617
"4983","ENSG00000150687","PD-0325901","Lung",0.467791273967691,NA,NA,"rna",86791059,86952910,"+","chr11",5.14074604e-08
"4984","ENSG00000150687","Panobinostat","Lung",-0.424114548668619,NA,NA,"rna",86791059,86952910,"+","chr11",2.35637866e-08
"4985","ENSG00000150687","Saracatinib","Lung",0.273955520502599,NA,NA,"rna",86791059,86952910,"+","chr11",0.0123781685027297
"4986","ENSG00000150687","Selumetinib","Lung",0.367343353642471,NA,NA,"rna",86791059,86952910,"+","chr11",7.488062924e-07
"4987","ENSG00000150687","Topotecan","Lung",-0.393758704354884,NA,NA,"rna",86791059,86952910,"+","chr11",2.35637866e-08
"4988","ENSG00000150687","Trametinib","Lung",0.590450980782135,NA,NA,"rna",86791059,86952910,"+","chr11",2.35637866e-08
"4989","ENSG00000150687","Vorinostat","Lung",-0.378608775227027,NA,NA,"rna",86791059,86952910,"+","chr11",2.35637866e-08
"4990","ENSG00000150687","YK 4-279","Lung",-0.26258578936138,NA,NA,"rna",86791059,86952910,"+","chr11",0.0345229342038552
"4991","ENSG00000150782","Dasatinib","Lung",0.442063050867968,NA,NA,"rna",112143253,112164096,"-","chr11",2.35637866e-08
"4992","ENSG00000150782","Panobinostat","Lung",-0.369275010364004,NA,NA,"rna",112143253,112164096,"-","chr11",2.35637866e-08
"4993","ENSG00000150782","Trametinib","Lung",0.472782281420893,NA,NA,"rna",112143253,112164096,"-","chr11",2.35637866e-08
"4994","ENSG00000150938","Daporinad","Lung",-0.4129541004955,NA,NA,"rna",36355778,36551135,"+","chr2",2.35637866e-08
"4995","ENSG00000150938","Dasatinib","Lung",0.487377178522659,NA,NA,"rna",36355778,36551135,"+","chr2",2.35637866e-08
"4996","ENSG00000150938","Entinostat","Lung",-0.280263821631094,NA,NA,"rna",36355778,36551135,"+","chr2",0.0526723469448967
"4997","ENSG00000150938","Navitoclax","Lung",-0.458711839865378,NA,NA,"rna",36355778,36551135,"+","chr2",1.3359986965e-06
"4998","ENSG00000150938","PD-0325901","Lung",0.400988014392667,NA,NA,"rna",36355778,36551135,"+","chr2",4.600642843e-07
"4999","ENSG00000150938","Panobinostat","Lung",-0.432152019409199,NA,NA,"rna",36355778,36551135,"+","chr2",2.35637866e-08
"5000","ENSG00000150938","Selumetinib","Lung",0.343774119801363,NA,NA,"rna",36355778,36551135,"+","chr2",1.0025081441e-06
"5001","ENSG00000150938","Trametinib","Lung",0.568909582426192,NA,NA,"rna",36355778,36551135,"+","chr2",2.35637866e-08
"5002","ENSG00000150938","Vorinostat","Lung",-0.419041516978607,NA,NA,"rna",36355778,36551135,"+","chr2",2.35637866e-08
"5003","ENSG00000151067","Saracatinib","Lung",-0.205025987842278,NA,NA,"rna",1970786,2697950,"+","chr12",0.187449790077658
"5004","ENSG00000151092","Navitoclax","Lung",-0.342583276079461,NA,NA,"rna",25718944,25790039,"-","chr3",0.0014643837796524
"5005","ENSG00000151092","Vorinostat","Lung",-0.151709786055169,NA,NA,"rna",25718944,25790039,"-","chr3",0.0001533531269145
"5006","ENSG00000151093","Navitoclax","Lung",-0.414459947296478,NA,NA,"rna",25782917,25794534,"+","chr3",1.41623397171e-05
"5007","ENSG00000151093","PD-0325901","Lung",0.389902915634638,NA,NA,"rna",25782917,25794534,"+","chr3",2.35637866e-08
"5008","ENSG00000151093","Trametinib","Lung",0.396106498566016,NA,NA,"rna",25782917,25794534,"+","chr3",0.0020779087316994
"5009","ENSG00000151116","Daporinad","Lung",-0.424986673660333,NA,NA,"rna",18529609,18588747,"-","chr11",2.1944034973e-06
"5010","ENSG00000151116","Trametinib","Lung",0.466762813256639,NA,NA,"rna",18529609,18588747,"-","chr11",2.35637866e-08
"5011","ENSG00000151135","Lapatinib","Lung",-0.376934442646559,NA,NA,"rna",106955719,106978778,"+","chr12",1.5605736665e-05
"5012","ENSG00000151276","Doxorubicin","Breast",-0.225242479798569,NA,NA,"rna",65353525,66038834,"-","chr3",0.289784474002887
"5013","ENSG00000151276","Unii-40E3azg1MX","Lymphoid",0.243332480191781,NA,NA,"rna",65353525,66038834,"-","chr3",0.058781127456748
"5014","ENSG00000151500","Entinostat","Lung",0.217666808537642,NA,NA,"rna",134248279,134253370,"-","chr11",0.046828752012324
"5015","ENSG00000151503","Navitoclax","Lung",0.394480146800095,NA,NA,"rna",134150119,134225454,"-","chr11",1.35618039546e-05
"5016","ENSG00000151503","PD-0325901","Lung",-0.29112751626782,NA,NA,"rna",134150119,134225454,"-","chr11",0.0107736028426006
"5017","ENSG00000151503","Trametinib","Lung",-0.529669664829688,NA,NA,"rna",134150119,134225454,"-","chr11",2.35637866e-08
"5018","ENSG00000151640","Daporinad","Lung",0.39457038995225,NA,NA,"rna",132186948,132205759,"+","chr10",2.35637866e-08
"5019","ENSG00000151640","Navitoclax","Lung",0.368944066967451,NA,NA,"rna",132186948,132205759,"+","chr10",2.35637866e-08
"5020","ENSG00000151657","Palbociclib","Lung",0.292694990986695,NA,NA,"rna",7750962,7787993,"-","chr10",0.0107775076984711
"5021","ENSG00000151692","Dasatinib","Lung",-0.376095871023042,NA,NA,"rna",6917412,7068286,"+","chr2",2.35637866e-08
"5022","ENSG00000151692","Trametinib","Lung",-0.27650320786518,NA,NA,"rna",6917412,7068286,"+","chr2",0.0315511872944454
"5023","ENSG00000151694","Navitoclax","Lung",-0.248897248136155,NA,NA,"rna",9488486,9556732,"-","chr2",0.0210908960717676
"5024","ENSG00000151718","Dasatinib","Lung",0.377947067831448,NA,NA,"rna",183099257,183320777,"+","chr4",2.35637866e-08
"5025","ENSG00000151718","Navitoclax","Lung",-0.360386598431694,NA,NA,"rna",183099257,183320777,"+","chr4",2.35637866e-08
"5026","ENSG00000151725","Alisertib","Lung",0.254224330748714,NA,NA,"rna",184694085,184734130,"-","chr4",0.0100823211871441
"5027","ENSG00000151790","Unii-40E3azg1MX","Lymphoid",0.342274791011064,NA,NA,"rna",155854738,155920406,"+","chr4",0.0001730702717122
"5028","ENSG00000151914","Cytarabine","Lymphoid",-0.439826247076089,NA,NA,"rna",56457987,56954649,"-","chr6",2.35637866e-08
"5029","ENSG00000151929","Daporinad","Lung",-0.476836163564485,NA,NA,"rna",119651370,119677819,"+","chr10",2.35637866e-08
"5030","ENSG00000151929","Dasatinib","Lung",0.347043947687601,NA,NA,"rna",119651370,119677819,"+","chr10",2.35637866e-08
"5031","ENSG00000151929","Entinostat","Lung",-0.2400990019558,NA,NA,"rna",119651370,119677819,"+","chr10",0.0339904525687978
"5032","ENSG00000151929","Navitoclax","Lung",-0.414516796366239,NA,NA,"rna",119651370,119677819,"+","chr10",2.35637866e-08
"5033","ENSG00000151929","PD-0325901","Lung",0.403832162919638,NA,NA,"rna",119651370,119677819,"+","chr10",2.35637866e-08
"5034","ENSG00000151929","Palbociclib","Lung",0.304480864586184,NA,NA,"rna",119651370,119677819,"+","chr10",0.0042335177156019
"5035","ENSG00000151929","Panobinostat","Lung",-0.413316863933356,NA,NA,"rna",119651370,119677819,"+","chr10",2.35637866e-08
"5036","ENSG00000151929","Selumetinib","Lung",0.370198017699532,NA,NA,"rna",119651370,119677819,"+","chr10",2.35637866e-08
"5037","ENSG00000151929","Tanespimycin","Lung",0.323124062938946,NA,NA,"rna",119651370,119677819,"+","chr10",4.08563490084e-05
"5038","ENSG00000151929","Trametinib","Lung",0.57888463689268,NA,NA,"rna",119651370,119677819,"+","chr10",2.35637866e-08
"5039","ENSG00000151929","Vorinostat","Lung",-0.42356759664843,NA,NA,"rna",119651370,119677819,"+","chr10",2.35637866e-08
"5040","ENSG00000152061","Nvp-tae 684","Lymphoid",-0.461796019353836,NA,NA,"rna",174159410,174995308,"+","chr1",2.35637866e-08
"5041","ENSG00000152104","Dasatinib","Lung",0.412262695905124,NA,NA,"rna",214348700,214552449,"-","chr1",2.35637866e-08
"5042","ENSG00000152104","Entinostat","Lung",-0.15225499706217,NA,NA,"rna",214348700,214552449,"-","chr1",0.231005660181319
"5043","ENSG00000152104","Panobinostat","Lung",-0.363999901244613,NA,NA,"rna",214348700,214552449,"-","chr1",2.35637866e-08
"5044","ENSG00000152192","Navitoclax","Lung",0.374165064112844,NA,NA,"rna",78598362,78603552,"-","chr13",2.35637866e-08
"5045","ENSG00000152192","Trametinib","Lung",-0.514798490805521,NA,NA,"rna",78598362,78603552,"-","chr13",2.35637866e-08
"5046","ENSG00000152193","Daporinad","Lung",0.423346350107905,NA,NA,"rna",78614289,78659155,"-","chr13",2.35637866e-08
"5047","ENSG00000152193","Daporinad","Lymphoid",0.34407552694638,NA,NA,"rna",78614289,78659155,"-","chr13",6.61069613519e-05
"5048","ENSG00000152193","Entinostat","Lung",0.217945674919971,NA,NA,"rna",78614289,78659155,"-","chr13",0.108585475995626
"5049","ENSG00000152193","Navitoclax","Lung",0.376372312315166,NA,NA,"rna",78614289,78659155,"-","chr13",2.35637866e-08
"5050","ENSG00000152193","Panobinostat","Lung",0.339190083394128,NA,NA,"rna",78614289,78659155,"-","chr13",0.0010145985596928
"5051","ENSG00000152193","Topotecan","Lung",0.372696133864298,NA,NA,"rna",78614289,78659155,"-","chr13",2.35637866e-08
"5052","ENSG00000152193","Trametinib","Lung",-0.428079283494905,NA,NA,"rna",78614289,78659155,"-","chr13",2.35637866e-08
"5053","ENSG00000152193","Venetoclax","Lung",0.434812760497145,NA,NA,"rna",78614289,78659155,"-","chr13",2.35637866e-08
"5054","ENSG00000152193","Vorinostat","Lung",0.349589821942694,NA,NA,"rna",78614289,78659155,"-","chr13",2.35637866e-08
"5055","ENSG00000152217","Dabrafenib","Lung",-0.285364149843573,NA,NA,"rna",44680173,45068510,"+","chr18",0.0136655574413282
"5056","ENSG00000152217","Daporinad","Lung",0.389270617168095,NA,NA,"rna",44680173,45068510,"+","chr18",2.35637866e-08
"5057","ENSG00000152217","Irinotecan","Lymphoid",-0.421165699234074,NA,NA,"rna",44680173,45068510,"+","chr18",0.0003547511095103
"5058","ENSG00000152217","Navitoclax","Lung",0.530721675211277,NA,NA,"rna",44680173,45068510,"+","chr18",2.40219531e-08
"5059","ENSG00000152217","Palbociclib","Lung",-0.33330174431111,NA,NA,"rna",44680173,45068510,"+","chr18",0.0001069633103603
"5060","ENSG00000152217","Selumetinib","Lung",-0.297330250187887,NA,NA,"rna",44680173,45068510,"+","chr18",3.956270799e-05
"5061","ENSG00000152217","Trametinib","Lung",-0.448688595721789,NA,NA,"rna",44680173,45068510,"+","chr18",0.0001183546102604
"5062","ENSG00000152217","Vorinostat","Lung",0.326694430210963,NA,NA,"rna",44680173,45068510,"+","chr18",2.35637866e-08
"5063","ENSG00000152256","Dasatinib","Lung",-0.1936261633519,NA,NA,"rna",172555373,172608669,"+","chr2",0.0013249917526744
"5064","ENSG00000152270","Saracatinib","Lung",-0.186303932234751,NA,NA,"rna",14643804,14872044,"+","chr11",0.21453328363924
"5065","ENSG00000152291","Vorinostat","Lung",-0.244233380374188,NA,NA,"rna",85318020,85328296,"-","chr2",0.0043552489467747
"5066","ENSG00000152465","Entinostat","Skin",-0.242662302087344,NA,NA,"rna",15102584,15168693,"-","chr10",0.394579297848801
"5067","ENSG00000152484","Linsitinib","Lymphoid",-0.352301222131133,NA,NA,"rna",27066156,27171811,"-","chr13",0.0001069633103603
"5068","ENSG00000152503","Daporinad","Lung",0.414666537667874,NA,NA,"rna",115124762,115180546,"-","chr5",2.35637866e-08
"5069","ENSG00000152503","Navitoclax","Lung",0.478832427873774,NA,NA,"rna",115124762,115180546,"-","chr5",2.35637866e-08
"5070","ENSG00000152503","Palbociclib","Lung",-0.323605081412615,NA,NA,"rna",115124762,115180546,"-","chr5",0.0020809010625163
"5071","ENSG00000152503","Topotecan","Lung",0.33648246734697,NA,NA,"rna",115124762,115180546,"-","chr5",4.71275743e-08
"5072","ENSG00000152503","Trametinib","Lung",-0.490641890326932,NA,NA,"rna",115124762,115180546,"-","chr5",2.35637866e-08
